8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,15:55:18,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef, 95536a6f9c0dfa170a46268f2f9e33acc231dc3b137a8b094ac66ee6cb41b6c1e62fc6da4f9c052995226a412ddc8024cdceb22c5d7c5b182adaba0be8abc9c6]",N/A,"N/A"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,16:18:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef, 95536a6f9c0dfa170a46268f2f9e33acc231dc3b137a8b094ac66ee6cb41b6c1e62fc6da4f9c052995226a412ddc8024cdceb22c5d7c5b182adaba0be8abc9c6]",N/A,"N/A"
8978569ebc6eb53e974ee077269d1a30f7c56b325fb4a849c07a5148e70dc3c91e33cb1531b75e5a37f28f1d1ae6bc15e37c164bb76bdaf37bda4ea557ecaacd,App,4/25/2016,16:38:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 1cde9477aea32ba243a5fb80a2bc1cad90eebf7074aabc89ec6cba63b687f76f0c04d151994dc7de12e37e4f873e30f4d66425b61fed8eee1cf33507936d2065, 5b70afa453ae2ea78389f420c0f6b53f9e8b9352019cf575f57731f1229209e35b3e58eca459ce5c38ef9d5c6501de310578825ebd465ba52e6247a0c13f2514]",N/A,"[Crashlytics, Admob, Adjust, mixpanel, Comscore Analytics, Facebook]"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,16:53:29,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef, 95536a6f9c0dfa170a46268f2f9e33acc231dc3b137a8b094ac66ee6cb41b6c1e62fc6da4f9c052995226a412ddc8024cdceb22c5d7c5b182adaba0be8abc9c6]",N/A,"N/A"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,17:38:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 81285f781931fe4c275169402482a8be0dfe9cfc9a3e6bbd67964cf0e754d1a2d68b26f06e10543282cf2b06b679e632789fb6cd8386718dfb88478d3a69cf6c, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef]",N/A,"[Facebook]"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,17:53:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 6a52e182803236aa7fa6ea822b13cde690c279483a3f9d949647505a3ff19096ad783257fb2909d09622546032834c0b5e833e0bae5ff0f5028a044f2462ce45]",N/A,"[Crashlytics, mixpanel, Paypal SDK, Flurry Analytics, Facebook]"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,17:58:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 1cde9477aea32ba243a5fb80a2bc1cad90eebf7074aabc89ec6cba63b687f76f0c04d151994dc7de12e37e4f873e30f4d66425b61fed8eee1cf33507936d2065, 5b70afa453ae2ea78389f420c0f6b53f9e8b9352019cf575f57731f1229209e35b3e58eca459ce5c38ef9d5c6501de310578825ebd465ba52e6247a0c13f2514]",N/A,"[Crashlytics, Admob, Adjust, mixpanel, Comscore Analytics, Facebook]"
8978569ebc6eb53e974ee077269d1a30f7c56b325fb4a849c07a5148e70dc3c91e33cb1531b75e5a37f28f1d1ae6bc15e37c164bb76bdaf37bda4ea557ecaacd,App,4/25/2016,18:08:28,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef, 95536a6f9c0dfa170a46268f2f9e33acc231dc3b137a8b094ac66ee6cb41b6c1e62fc6da4f9c052995226a412ddc8024cdceb22c5d7c5b182adaba0be8abc9c6]",N/A,"N/A"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,18:13:30,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 1cde9477aea32ba243a5fb80a2bc1cad90eebf7074aabc89ec6cba63b687f76f0c04d151994dc7de12e37e4f873e30f4d66425b61fed8eee1cf33507936d2065, 5b70afa453ae2ea78389f420c0f6b53f9e8b9352019cf575f57731f1229209e35b3e58eca459ce5c38ef9d5c6501de310578825ebd465ba52e6247a0c13f2514]",N/A,"[Crashlytics, Admob, Adjust, mixpanel, Comscore Analytics, Facebook]"
8d9a7330198a5b266a52ecfe955fcb5f4357babb5deb16c20de847efcaf893a9c635ddf665952ae73b21e46daae5be1db0c6bc45a069c3f34cbc9a4b264bc282,App,4/25/2016,19:13:29,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 5deae0064a5ea92b0655f00fa178c380725f6a26ba998be48bd1235a16f3a4afa7f1e9bb0bf057394ed78d7144a76a6d71e2644bc75d5768a9272ad7e71794ef, 95536a6f9c0dfa170a46268f2f9e33acc231dc3b137a8b094ac66ee6cb41b6c1e62fc6da4f9c052995226a412ddc8024cdceb22c5d7c5b182adaba0be8abc9c6]",N/A,"N/A"
